,date,Yhat0,Yhat1
543,2020-12-27,0.13029552,0.12995903
544,2020-12-28,0.13519908,0.1356484
545,2020-12-29,0.14353234,0.14456676
546,2020-12-30,0.15076739,0.1515179
547,2020-12-31,0.15507151,0.15550028
548,2021-01-01,0.15586956,0.15631242
549,2021-01-02,0.1553242,0.15552483
550,2021-01-03,0.15769102,0.15764326
551,2021-01-04,0.17927514,0.17963962
552,2021-01-05,0.1993664,0.20243481
553,2021-01-06,0.22375056,0.22392005
554,2021-01-07,0.23882876,0.24003379
555,2021-01-08,0.25259617,0.2535275
556,2021-01-09,0.25928015,0.26043347
557,2021-01-10,0.26744607,0.26701093
558,2021-01-11,0.2697586,0.27022812
559,2021-01-12,0.25308684,0.2543803
560,2021-01-13,0.23702362,0.23561916
561,2021-01-14,0.2316156,0.23164187
562,2021-01-15,0.24191721,0.24305347
563,2021-01-16,0.24868062,0.24975094
564,2021-01-17,0.25737402,0.2566894
565,2021-01-18,0.25927636,0.25960925
566,2021-01-19,0.2634424,0.2638045
567,2021-01-20,0.2775904,0.27753115
568,2021-01-21,0.28439093,0.28671488
569,2021-01-22,0.27178976,0.2714475
570,2021-01-23,0.26329806,0.26180544
571,2021-01-24,0.25745836,0.2577868
572,2021-01-25,0.27608168,0.27548504
573,2021-01-26,0.2797936,0.28135648
574,2021-01-27,0.28853214,0.28815642
575,2021-01-28,0.27845165,0.27913743
576,2021-01-29,0.2815259,0.28003126
577,2021-01-30,0.2848732,0.28599167
578,2021-01-31,0.29273498,0.29288515
579,2021-02-01,0.28934884,0.28901237
580,2021-02-02,0.28816992,0.28710234
581,2021-02-03,0.30218372,0.3021676
582,2021-02-04,0.32687792,0.3278428
583,2021-02-05,0.3421588,0.3418538
584,2021-02-06,0.3551531,0.35355803
585,2021-02-07,0.3585875,0.35728413
586,2021-02-08,0.35474047,0.35300705
587,2021-02-09,0.35841152,0.35551032
588,2021-02-10,0.36488488,0.36396018
589,2021-02-11,0.37299818,0.3713359
590,2021-02-12,0.37715212,0.37445265
591,2021-02-13,0.38433105,0.38184884
592,2021-02-14,0.38753015,0.38504505
593,2021-02-15,0.3893945,0.38550317
594,2021-02-16,0.38355058,0.38108182
595,2021-02-17,0.38043138,0.3777998
596,2021-02-18,0.38496545,0.38180378
597,2021-02-19,0.3968209,0.39464918
598,2021-02-20,0.4094289,0.40674698
599,2021-02-21,0.41192758,0.40858766
600,2021-02-22,0.41187188,0.40710458
601,2021-02-23,0.39650008,0.39396623
602,2021-02-24,0.36712676,0.36464766
603,2021-02-25,0.34986869,0.34644106
604,2021-02-26,0.33193123,0.3308718
605,2021-02-27,0.31996095,0.3191075
606,2021-02-28,0.31305847,0.31094414
607,2021-03-01,0.30721447,0.30709013
608,2021-03-02,0.3172039,0.31621197
609,2021-03-03,0.31848237,0.31863722
610,2021-03-04,0.33021286,0.32812324
611,2021-03-05,0.32802856,0.32813573
612,2021-03-06,0.33010677,0.3283004
613,2021-03-07,0.33913955,0.33754203
614,2021-03-08,0.3503307,0.35049286
615,2021-03-09,0.3700101,0.36770764
616,2021-03-10,0.3846416,0.38255382
617,2021-03-11,0.3893969,0.38704687
618,2021-03-12,0.39046228,0.38759688
619,2021-03-13,0.38350365,0.3811921
620,2021-03-14,0.3946229,0.39029747
621,2021-03-15,0.3978238,0.39517087
622,2021-03-16,0.3938829,0.3907433
623,2021-03-17,0.38487726,0.3816869
624,2021-03-18,0.38539138,0.3822571
625,2021-03-19,0.38321412,0.38062197
626,2021-03-20,0.38571626,0.38212678
627,2021-03-21,0.38645312,0.3834408
628,2021-03-22,0.38491172,0.38183108
629,2021-03-23,0.37345576,0.37096012
630,2021-03-24,0.36402082,0.36121106
631,2021-03-25,0.35117242,0.34905395
632,2021-03-26,0.34395307,0.34217003
633,2021-03-27,0.34864253,0.34696847
634,2021-03-28,0.3593425,0.35734332
635,2021-03-29,0.36261377,0.3600424
636,2021-03-30,0.37155607,0.36892354
637,2021-03-31,0.38037673,0.37970862
638,2021-04-01,0.39826125,0.3955999
639,2021-04-02,0.41076,0.40774405
640,2021-04-03,0.4323108,0.42859823
641,2021-04-04,0.4377274,0.4347344
642,2021-04-05,0.4452359,0.4386616
643,2021-04-06,0.44477507,0.43970197
644,2021-04-07,0.44738746,0.44264618
645,2021-04-08,0.44008726,0.43516824
646,2021-04-09,0.43927974,0.43326584
647,2021-04-10,0.4376667,0.43296555
648,2021-04-11,0.44585487,0.44031295
649,2021-04-12,0.45131698,0.44554144
650,2021-04-13,0.45521885,0.44959763
651,2021-04-14,0.4678027,0.4621692
652,2021-04-15,0.4910646,0.485537
653,2021-04-16,0.5169879,0.50934845
